OPTD: OPT Done
YD: Written to extract write set
CTD: Test Done

R1: Optimizing sal/sar/shr and the flag updates; Is the path count mask > 64 ever reached, Testing of sarxq_r64_r64_r64 shows its not.
#R2: concate over extract cm(ex1, cm(ex2,...)) can we concat ex1 and ex2 
R3: adc flags
#R4: B orBool B



vfnmsub231pd_xmm_xmm_xmm	7	61	
vhaddps_xmm_xmm_xmm	7	206	
vhsubps_ymm_ymm_ymm	7	508	
vpaddd_xmm_xmm_xmm	7	243	
vpaddd_ymm_ymm_ymm	7	483	
vpmovsxdq_ymm_xmm	7	157	
vpsubq_xmm_xmm_xmm	7	202	
vpunpckldq_ymm_ymm_ymm	7	135	
vunpcklps_xmm_xmm_xmm	7	144	
vxorpd_ymm_ymm_ymm	7	172	
vxorps_ymm_ymm_ymm	7	170	
			
			
andb_rh_rh	8	169	
andq_r64_r64	8	109	
blsil_r32_r32	8	244	
cmovaw_r16_r16	8	85	
cmovbew_r16_r16	8	94	
cmovgel_r32_r32	8	48	
cmovgl_r32_r32	8	52	
cmovgq_r64_r64	8	180	
cmovlew_r16_r16	8	94	
cmovlw_r16_r16	8	46	
cmovnbw_r16_r16	8	61	
cmovncq_r64_r64	8	281	
cmovngl_r32_r32	8	102	
cmovngq_r64_r64	8	120	
cmovnow_r16_r16	8	47	
cmovow_r16_r16	8	33	
cmovsl_r32_r32	8	49	
cmpb_r8_r8	8	301	
cmpb_rh_r8	8	292	
cmpb_rh_rh	8	252	
cmpl_r32_r32	8	200	
cmpw_r16_r16	8	405	
cmpxchgb_rh_rh	8	371	
cmpxchgq_r64_r64	8	135	
haddps_xmm_xmm	8	211	
phsubd_xmm_xmm	8	582	
psubq_xmm_xmm	8	204	
rorb_rh_one	8	129	
subb_r8_r8	8	294	
subb_r8_rh	8	247	
testb_rh_r8	8	162	
testb_rh_rh	8	66	
tzcntl_r32_r32	8	151	
vfmaddsub132ps_xmm_xmm_xmm	8	217	
vfmaddsub231ps_xmm_xmm_xmm	8	195	
vfmsubadd213pd_xmm_xmm_xmm	8	212	
vfnmadd132pd_xmm_xmm_xmm	8	117	
vfnmadd213sd_xmm_xmm_xmm	8	357	
vfnmadd231sd_xmm_xmm_xmm	8	169	
vfnmsub132sd_xmm_xmm_xmm	8	104	
vfnmsub231sd_xmm_xmm_xmm	8	174	
vfnmsub231ss_xmm_xmm_xmm	8	181	
vhsubps_xmm_xmm_xmm	8	374	
vmovmskps_r32_xmm	8	282	
vmovmskps_r64_xmm	8	282	
vpand_ymm_ymm_ymm	8	78	
vpxor_ymm_ymm_ymm	8	170	
andw_r16_r16	9	242	
cmovaew_r16_r16	9	83	
cmovgeq_r64_r64	9	411	
cmovgw_r16_r16	9	102	
cmovlel_r32_r32	9	102	
cmovnaw_r16_r16	9	94	
cmovnbew_r16_r16	9	85	
cmovnbq_r64_r64	9	281	
cmovncw_r16_r16	9	61	
cmovngw_r16_r16	9	105	
cmovnlw_r16_r16	9	61	
cmpxchgb_rh_r8	9	372	
cmpxchgw_r16_r16	9	441	
movmskps_r32_xmm	9	287	
rorw_r16_one	9	323	
shrxl_r32_r32_r32	9	269	
tzcntw_r16_r16	9	192	
vfmsubadd231pd_xmm_xmm_xmm	9	168	
vhaddps_ymm_ymm_ymm	9	425	
vphsubd_xmm_xmm_xmm	9	648	
vpmovzxwd_xmm_xmm	9	391	
btl_r32_r32	10	353	
cmovlq_r64_r64	10	393	
cmovnlew_r16_r16	10	102	
cmovnoq_r64_r64	10	412	
cmovoq_r64_r64	10	412	
cmovsq_r64_r64	10	412	
cmpxchgb_r8_r8	10	380	
movmskps_r64_xmm	10	287	
pmovzxwd_xmm_xmm	10	415	
vfmaddsub231pd_xmm_xmm_xmm	10	422	
vfmsubadd132pd_xmm_xmm_xmm	10	171	
vphsubd_ymm_ymm_ymm	10	1236	
vpmovzxbd_xmm_xmm	10	513	
vpmovzxwd_ymm_xmm	10	787	
vpmovzxwq_ymm_xmm	10	475	
vpsubd_xmm_xmm_xmm	10	780	
cmovngeq_r64_r64	11	393	
cmovnlq_r64_r64	11	398	
cmovnsq_r64_r64	11	394	
cmovpoq_r64_r64	11	524	
cmpxchgb_r8_rh	11	383	
pmovsxwd_xmm_xmm	11	1676	
pmovzxbd_xmm_xmm	11	515	
psubd_xmm_xmm	11	782	
punpcklwd_xmm_xmm	11	1331	
vfmaddsub213pd_xmm_xmm_xmm	11	436	
vfmsubadd231ps_xmm_xmm_xmm	11	723	
vpmovzxbd_ymm_xmm	11	1048	
vpsubd_ymm_ymm_ymm	11	1476	
cmovnpq_r64_r64	12	524	
pmovsxbd_xmm_xmm	12	802	
punpckhwd_xmm_xmm	12	1344	
vfmsub213ss_xmm_xmm_xmm	12	583	
vfmsubadd132ps_xmm_xmm_xmm	12	726	
vfmsubadd213ps_xmm_xmm_xmm	12	740	
vpmovsxwd_ymm_xmm	12	3366	
vpmovsxwq_xmm_xmm	12	1681	
vpunpcklwd_xmm_xmm_xmm	12	1334	
pmovsxwq_xmm_xmm	13	1683	
vpmovsxbd_xmm_xmm	13	805	
vpmovsxwd_xmm_xmm	13	3380	
vpmovsxwq_ymm_xmm	13	3526	
vpunpckhwd_xmm_xmm_xmm	13	1338	
vpunpcklwd_ymm_ymm_ymm	13	2671	
vpmovsxbd_ymm_xmm	14	1612	
vpmovsxbq_ymm_xmm	14	820	
vpunpckhwd_ymm_ymm_ymm	14	2701	
pmovsxbq_xmm_xmm	15	1624	
vpmovsxbq_xmm_xmm	15	825	
